"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
439,"H, Vittal, Karmakar, Subhankar, Ghosh, Subimal, Murtugudde, Raghu","A comprehensive India-wide social vulnerability analysis: highlighting its influence on hydro-climatic risk","… Social vulnerability computed through a robust data envelopment analysis (DEA) framework … population) to urban heat island and pollution increase during warm events. Nonetheless, …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1088/1748-9326/ab6499,,,,,1748-9326,1,"Environmental Research Letters",,,,,,,,,"Cited By (since 2020): 47",,,,,,,,,,,,,,,,014005,"A comprehensive India-wide social vulnerability analysis: highlighting its influence on hydro-climatic risk",,,,JOUR,,"https://iopscience.iop.org/article/10.1088/1748-9326/ab6499/meta https://iopscience.iop.org/article/10.1088/1748-9326/ab6499/pdf",,15,2020
440,"Hejazi, S. J., Sharifi, A., Arvin, M.","Assessment of social vulnerability in areas exposed to multiple hazards: A case study of the Khuzestan Province, Iran","… lead to social vulnerability. Managers and planners can use social vulnerability assessment … The purpose of this study was to determine the social vulnerability to natural disasters in the …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International Journal of Disaster Risk …",,,,,,,,,"Cited By (since 2022): 28",,,,,,,,,,,,,,,,,"Assessment of social vulnerability in areas exposed to multiple hazards: A case study of the Khuzestan Province, Iran",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420922003466,,,2022
441,"Highfield, Wesley E., Peacock, Walter Gillis, Van Zandt, Shannon","Mitigation Planning","… Because our focus is on assessing the relative merits of social vulnerability indicators … employed three measures of critical dimensions of social vulnerability. The first two are related to …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1177/0739456x14531828,,,,,"0739-456X 1552-6577",3,"Journal of Planning Education and Research",,,,,,,,,"Cited By (since 2014): 210",,,,,,,287-300,,,,,,,,,287,"Mitigation Planning",,,,JOUR,,"https://journals.sagepub.com/doi/abs/10.1177/0739456x14531828 https://www.researchgate.net/profile/Wesley-Highfield/publication/275500447_Mitigation_Planning_Why_Hazard_Exposure_Structural_Vulnerability_and_Social_Vulnerability_Matter/links/581caa6a08aeccc08aec91b0/Mitigation-Planning-Why-Hazard-Exposure-Structural-Vulnerability-and-Social-Vulnerability-Matter.pdf",,34,2014
442,"Izquierdo-Horna, L., Kahhat, R.","Methodological framework to integrate social and physical vulnerability in the prevention of seismic risk","… of analyzing and geographically representing the social vulnerability of the area of interest, … examining the components of social vulnerability. In this methodological framework, the risk …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"WIT Transactions on …",,,,,,,,,"Cited By (since 2018): 10",,,,,,,,,,,,,,,,,"Methodological framework to integrate social and physical vulnerability in the prevention of seismic risk",,,,JOUR,,"https://books.google.com/books?hl=en&lr=&id=-nJ0DwAAQBAJ&oi=fnd&pg=PA69&dq=framework+%22social+vulnerability%22+pollution%7Cpolluted%7Cpollutants%7Ccontamination%7Ccontaminated%7Ccontaminants%7Ccontaminates&ots=lGjn25Bctf&sig=i0oqsRckUt6QjbR99nlNUamtRqE https://www.witpress.com/Secure/elibrary/papers/RISK18/RISK18006FU1.pdf",,,2018
443,"Jurgilevich, A., Käyhkö, J., Räsänen, A., Pörsti, S.","Factors influencing vulnerability to climate change-related health impacts in cities–A conceptual framework","… We developed a conceptual framework that shows the pathways of … Based on the framework and literature review, we illustrate the … Indoor air quality is affected by polluted outdoor air …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Environment …",,,,,,,,,"Cited By (since 2023): 11",,,,,,,,,,,,,,,,,"Factors influencing vulnerability to climate change-related health impacts in cities–A conceptual framework",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0160412023001101,,,2023
444,"Karunarathne, A. Y., Lee, G.","Developing a multi-facet social vulnerability measure for flood disasters at the micro-level assessment","… Moreover, we took into account the IPCC vulnerability framework to compare our results … Thus, their wells can be contaminated and not healthy for drinking water after floods. Finally, …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International journal of disaster risk reduction",,,,,,,,,"Cited By (since 2020): 51",,,,,,,,,,,,,,,,,"Developing a multi-facet social vulnerability measure for flood disasters at the micro-level assessment",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420920300613,,,2020
445,"Kirby, R. H.","Measuring social vulnerability to environmental hazards in the Dutch Province of Zeeland","… a low social vulnerability score of 0.248 in the district Kattendijk, Goes, to the highest social vulnerability … measurement and frameworks applied to measuring social vulnerability in the …",,,,,,,,,,,"GS Search 4",,,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,,,,,,,,,,"Cited By (since 2015): 9","Query date: 2024-09-27 10:28:17",,,,,,,,,,search.proquest.com,,,,,,"Measuring social vulnerability to environmental hazards in the Dutch Province of Zeeland",,,,BOOK,,"https://search.proquest.com/openview/173160db04186527114fb62e7c534d92/1?pq-origsite=gscholar&cbl=18750&diss=y https://repository.lsu.edu/cgi/viewcontent.cgi?article=4799&context=gradschool_theses",,,2015
446,"Kortetmäki, T., Järvelä, M.","Social vulnerability to climate policies: building a matrix to assess policy impacts on well-being","… traffic safety and reducing pollution, benefitting people who are … We suggest that the matrix is at its best as a framework for … a flexible framework for a variety of applications to assess …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Environmental Science &Policy",,,,,,,,,"Cited By (since 2021): 19",,,,,,,,,,,,,,,,,"Social vulnerability to climate policies: building a matrix to assess policy impacts on well-being",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S1462901121001441,,,2021
447,"Laylavi, F.","Social vulnerability to COVID-19: Preliminary indicators and research agenda","… This chapter reports on a study which aims to contextualise social vulnerability to … of social vulnerability to pandemics. Consequently, three main components of social vulnerability to …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"COVID-19 pandemic, geospatial information, and …",,,,,,,,,"Cited By (since 2021): 2",,,,,,,,,,,,,,,,,"Social vulnerability to COVID-19: Preliminary indicators and research agenda",,,,JOUR,,https://library.oapen.org/bitstream/handle/20.500.12657/49450/9781000402926.pdf#page=114,,,2021
448,"Li, A., Toll, M., Bentley, R.","Social vulnerability indicators to the health impacts of climate change: a scoping review","… factors and air pollutants in Southwest China: a time-series study. Scientific reports. 2021;11(1):1-10. … Mortality related to air pollution with the Moscow heat wave and wildfire of 2010. …",,,,,,,,,,,"GS Search 4",,,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,,,,,,,,,,"Cited By (since 2022): 3","Query date: 2024-09-27 10:28:17",,,,,,,,,,osf.io,,,,,,"Social vulnerability indicators to the health impacts of climate change: a scoping review",,,,BOOK,,"https://osf.io/preprints/socarxiv/qxge3/ https://osf.io/preprints/socarxiv/qxge3/download",,,2022
449,"Mavhura, E., Manyangadze, T.","A comprehensive spatial analysis of social vulnerability to natural hazards in Zimbabwe: Driving factors and policy implications","… social vulnerability has gained momentum during the past few decades [17]. Many models and frameworks … approach to assess social vulnerability to air pollution in the Yangtze River …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International journal of disaster risk reduction",,,,,,,,,"Cited By (since 2021): 21",,,,,,,,,,,,,,,,,"A comprehensive spatial analysis of social vulnerability to natural hazards in Zimbabwe: Driving factors and policy implications",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420921001059,,,2021
450,"Mulska, O., Vasyltsiv, T., Levytska, O.","Assessment of environment of an area's social vulnerability: ecological aspect","… natural environment of social vulnerability by the contamination of … The weight coefficient of “Contamination of territories and air … Investment framework of nature management played the …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"… Scientific E-Journal",,,,,,,,,"Cited By (since 2022): 5",,,,,,,,,,,,,,,,,"Assessment of environment of an area's social vulnerability: ecological aspect",,,,JOUR,,"https://ageconsearch.umn.edu/record/330340/ https://ageconsearch.umn.edu/record/330340/files/4_Mulska_article.pdf",,,2022
451,"Nelson, K. S., Abkowitz, M. D., Camp, J. V.","A method for creating high resolution maps of social vulnerability in the context of environmental hazards","… indices often utilize a hazards-of-place framework, which implies that only human environments, spaces containing human populations, are considered vulnerable, and are often …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Applied Geography",,,,,,,,,"Cited By (since 2015): 84",,,,,,,,,,,,,,,,,"A method for creating high resolution maps of social vulnerability in the context of environmental hazards",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0143622815001551,,,2015
452,"Orellana-Macías, J. M., Roselló, M. J. Perles","Assessment of risk and social impact on groundwater pollution by nitrates. Implementation in the Gallocanta groundwater body (NE Spain)","… The second part of the study focused on estimating the socioeconomic impact of groundwater pollution by relating the degree of risk and social vulnerability to groundwater pollution. …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Water,,,,,,,,,"Cited By (since 2022): 9",,,,,,,,,,,,,,,,,"Assessment of risk and social impact on groundwater pollution by nitrates. Implementation in the Gallocanta groundwater body (NE Spain)",,,,JOUR,,https://www.mdpi.com/2073-4441/14/2/202,,,2022
453,"Ortiz, G., Domínguez-Gómez, J. A., Aledo, A.","Development of a Social Vulnerability Indicator and its Application to Environmental and Social Impact Assessment","… for social vulnerability which may be of use in Environmental and Social Impact Assessment. This social vulnerability … (MCDA), a methodological framework that provides tools to support …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Conferinta Central si Est …",,,,,,,,,"Cited By (since 2015): 2",,,,,,,,,,,,,,,,,"Development of a Social Vulnerability Indicator and its Application to Environmental and Social Impact Assessment",,,,JOUR,,https://core.ac.uk/download/pdf/60670069.pdf,,,2015
454,"Park, Gainbi, Xu, Zengwang","The constituent components and local indicator variables of social vulnerability index","… social vulnerability indicator variables, and it can quantify the relative level of overall social vulnerability … or amplify local social vulnerability are of much need in policy making to reduce …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/s11069-021-04938-9,,,,,"0921-030X 1573-0840",1,"Natural Hazards",,,,,,,,,"Cited By (since 2022): 11",,,,,,,95-120,,,,,,,,,95,"The constituent components and local indicator variables of social vulnerability index",,,,JOUR,,"https://link.springer.com/article/10.1007/s11069-021-04938-9 https://www.academia.edu/download/88837557/Park_Xu_2021_NH.pdf",,110,2021
455,"Park, S., Kim, S. J., Yu, H., Lim, C. H., Park, E., Kim, J., Lee, W. K.","Developing an adaptive pathway to mitigate air pollution risk for vulnerable groups in South Korea","… To assess the integrated risk of air pollution, we used the modified risk framework, using … populated areas, but the health threats and social vulnerability are higher in non-capital regions…",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2020): 14",,,,,,,,,,,,,,,,,"Developing an adaptive pathway to mitigate air pollution risk for vulnerable groups in South Korea",,,,JOUR,,https://www.mdpi.com/2071-1050/12/5/1790,,,2020
456,"Park, Sung Kyun, Walker, Erika, Fansler, Sam, Middleton, Lauren, Wang, Xin, Mukherjee, Bhramar, Bakulski, Kelly","An Environment-Wide Interaction Study to identify hidden environmental factors affecting susceptible populations: Application to chemical-social vulnerability interactions on cognitive function","… with cognitive function in the context of social vulnerability.[¤]METHOD[… Social vulnerability index (SVI) was computed as a … study provides a risk assessment framework to identify hidden …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1289/isee.2024.1798,,,,,1078-0475,1,"ISEE Conference Abstracts",,,,,,,,,,,,,,,,,,,,,,,,,,"An Environment-Wide Interaction Study to identify hidden environmental factors affecting susceptible populations: Application to chemical-social vulnerability interactions on cognitive function",,,,JOUR,,https://ehp.niehs.nih.gov/doi/abs/10.1289/isee.2024.1798,,2024,2024
457,"Roque, Mariane Paulina Batalha, Ferreira Neto, José Ambrósio, da Cruz Vieira, Wilson, Rocha, Bianca Diniz, Calegario, Arthur Telles","Social vulnerability to environmental disasters in the Paraopeba River Basin, Minas Gerais, Brazil","… This study aims to outline a set of metrics nationally and internationally validated to assess social vulnerability in environmental disasters to repair, mitigate, and prevent responses in …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/s11069-023-06042-6,,,,,"0921-030X 1573-0840",2,"Natural Hazards",,,,,,,,,"Cited By (since 2023): 5",,,,,,,1191-1210,,,,,,,,,1191,"Social vulnerability to environmental disasters in the Paraopeba River Basin, Minas Gerais, Brazil",,,,JOUR,,https://link.springer.com/article/10.1007/s11069-023-06042-6,,118,2023
